player_name,enemy_team,own_goal,penalty,goals_scored,goals_conceded,goal_success
Khandoker Wasim Iqbal,Greece,0,0,1,252,0
Khandoker Wasim Iqbal,Costa Rica,0,0,1,286,0
Khano Smith,Malawi,0,0,6,103,0
Khano Smith,Yemen DPR,0,0,6,7,0
Khano Smith,Chad,0,0,6,26,0
Khodadad Azizi,Cuba,0,0,10,173,0
Khodadad Azizi,Nigeria,0,0,10,152,0
Khodadad Azizi,Jamaica,0,0,10,204,0
Khoren Bayramyan,Jordan,0,0,2,112,0
Khoren Bayramyan,Switzerland,0,0,2,257,0
Khoren Bayramyan,Eritrea,0,0,2,19,0
Khoren Oganesian,China PR,0,0,3,158,0
Khoren Oganesian,Czech Republic,0,0,3,200,0
Khoren Oganesian,Croatia,0,0,3,195,0
Khoun Laboravy,Guam,0,0,2,82,0
Khoun Laboravy,North Korea,0,0,2,124,0
Khoun Laboravy,Honduras,0,0,2,252,0
Khuda Muyaba,Burkina Faso,0,0,1,138,0
Khuda Muyaba,Guinea-Bissau,0,0,1,47,0
Khuda Muyaba,German DR,0,0,1,39,0
Khvicha Kvaratskhelia,Chad,0,0,15,26,0
Khvicha Kvaratskhelia,Guadeloupe,0,0,15,30,0
Khvicha Kvaratskhelia,Austria,0,0,15,284,0
Khürelbaataryn Tsend-Ayuush,Taiwan,0,0,1,215,0
Khürelbaataryn Tsend-Ayuush,Oman,0,0,1,104,0
Khürelbaataryn Tsend-Ayuush,Canada,0,0,1,202,0
Ki Sung-yueng,Bolivia,0,0,7,365,0
Ki Sung-yueng,Cameroon,0,0,7,196,0
Ki Sung-yueng,Mexico,0,0,7,279,0
Kiatisuk Senamuang,Nigeria,0,0,15,152,0
Kiatisuk Senamuang,Belarus,0,0,15,252,0
Kiatisuk Senamuang,Mauritius,0,0,15,46,0
Kieffer Moore,Mexico,0,0,9,279,0
Kieffer Moore,Argentina,0,0,9,252,0
Kieffer Moore,Trinidad and Tobago,0,0,9,208,0
Kieran Trippier,North Korea,0,0,1,124,0
Kieran Trippier,Mauritius,0,0,1,46,0
Kieran Trippier,Curaçao,0,0,1,50,0
Kiko,Myanmar,0,0,3,71,0
Kiko,Yemen,0,0,3,105,0
Kiko,Guinea-Bissau,0,0,3,47,0
Kily González,Suriname,0,0,6,66,0
Kily González,Israel,0,0,6,259,0
Kily González,Azerbaijan,0,0,6,308,0
Kily Álvarez,Saint Lucia,0,0,1,62,0
Kily Álvarez,Maldives,0,0,1,140,0
Kily Álvarez,Curaçao,0,0,1,50,0
Kim Bo-Kyung,German DR,0,0,2,39,0
Kim Bo-Kyung,Grenada,0,0,2,85,0
Kim Bok-man,Taiwan,0,0,1,215,0
Kim Bok-man,American Samoa,0,0,1,96,0
Kim Bok-man,Sweden,0,0,1,240,0
Kim Chi-Woo,Australia,0,0,2,167,0
Kim Chi-Woo,Finland,0,0,2,299,0
Kim Chi-Woo,Andorra,0,0,2,396,0
Kim Chol-Ho,Saint Vincent and the Grenadines,0,0,1,194,0
Kim Chol-Ho,Turks and Caicos Islands,0,0,1,66,0
Kim Chol-Ho,England,0,0,1,190,0
Kim Christofte,Russia,0,0,1,211,0
Kim Christofte,New Caledonia,0,0,1,69,0
Kim Christofte,Comoros,0,0,1,27,0
Kim Do-heon,Guam,0,0,6,82,0
Kim Do-heon,Papua New Guinea,0,0,6,81,0
Kim Do-heon,Ukraine,0,0,6,177,0
Kim Do-hoon,Equatorial Guinea,0,0,6,52,0
Kim Do-hoon,Turkmenistan,0,0,6,85,0
Kim Do-hoon,Bahamas,0,0,6,58,0
Kim Gwan-Mo,Czechoslovakia,0,0,1,55,0
Kim Gwan-Mo,Turkey,0,0,1,335,0
Kim Gwan-Mo,Gabon,0,0,1,97,0
Kim Gwang-Un,Bermuda,0,0,1,50,0
Kim Gwang-Un,Tajikistan,0,0,1,70,0
Kim Gwang-Un,Mali,0,0,1,109,0
Kim Jaggy,Jordan,0,0,1,112,0
Kim Jaggy,Ethiopia,0,0,1,65,0
Kim Jaggy,Venezuela,0,0,1,427,0
Kim Jin-su,Moldova,0,0,2,314,0
Kim Jin-su,Hong Kong,0,0,2,112,0
Kim Jin-su,Belarus,0,0,2,252,0
Kim Jong-Boo,Mongolia,0,0,1,73,0
Kim Jong-Boo,Chile,0,0,1,291,0
Kim Jong-Boo,Uruguay,0,0,1,293,0
Kim Jong-man,Senegal,0,0,1,117,0
Kim Jong-man,Tanzania,0,0,1,79,0
Kim Jong-man,El Salvador,0,0,1,231,0
Kim Joo-sung,Yugoslavia,0,0,5,63,0
Kim Joo-sung,Mauritius,0,0,5,46,0
Kim Joo-sung,Algeria,0,0,5,189,0
Kim Jung-woo,Mongolia,0,0,2,73,0
Kim Jung-woo,Algeria,0,0,2,189,0
Kim Jung-woo,Singapore,0,0,2,132,0
Kim Kuk-jin,Turks and Caicos Islands,0,0,1,66,0
Kim Kuk-jin,Bolivia,0,0,1,365,0
Kim Kuk-jin,Scotland,0,0,1,253,0
Kim Kwang-min,Fiji,0,0,4,134,0
Kim Kwang-min,Yugoslavia,0,0,4,63,0
Kim Kwang-min,Ivory Coast,0,0,4,163,0
Kim Kyong-il,Somalia,0,0,2,29,0
Kim Kyong-il,Bahamas,0,0,2,58,0
Kim Kyong-il,Solomon Islands,0,0,2,166,0
Kim Källström,Rwanda,0,0,10,66,0
Kim Källström,Cook Islands,0,0,10,96,0
Kim Källström,Singapore,0,0,10,132,0
Kim Meng Leong,Botswana,0,0,1,62,0
Kim Meng Leong,San Marino,0,0,1,734,0
Kim Meng Leong,Nigeria,0,0,1,152,0
Kim Min-jae,Pakistan,0,0,2,122,0
Kim Min-jae,Cyprus,0,0,2,484,0
Kim Min-jae,Benin,0,0,2,106,0
Kim Nam-il,Venezuela,0,0,1,427,0
Kim Nam-il,Guam,0,0,1,82,0
Kim Nam-il,Moldova,0,0,1,314,0
Kim Pan-Keun,Montserrat,0,0,1,49,0
Kim Pan-Keun,Portugal,0,0,1,225,0
Kim Pan-Keun,Uruguay,0,0,1,293,0
Kim Pung-Il,Fiji,0,0,3,134,0
Kim Pung-Il,Albania,0,0,3,346,0
Kim Pung-Il,Ivory Coast,0,0,3,163,0
Kim Sang-sik,Saint Vincent and the Grenadines,0,0,1,194,0
Kim Sang-sik,Montserrat,0,0,1,49,0
Kim Sang-sik,Cyprus,0,0,1,484,0
Kim Shin-wook,Sudan,0,0,7,110,0
Kim Shin-wook,Armenia,0,0,7,285,0
Kim Shin-wook,DR Congo,0,0,7,152,0
Kim Suk-won,Saint Lucia,0,0,1,62,0
Kim Suk-won,South Sudan,0,0,1,7,0
Kim Suk-won,Ghana,0,0,1,147,0
Kim Suominen,Slovenia,0,0,2,213,0
Kim Suominen,Namibia,0,0,2,124,0
Kim Suominen,Poland,0,0,2,273,0
Kim Tae-Young,Costa Rica,0,0,2,286,0
Kim Tae-Young,Djibouti,0,0,2,85,0
Kim Tae-Young,Kuwait,0,0,2,121,0
Kim Vilfort,Mauritania,0,0,11,54,0
Kim Vilfort,England,0,0,11,190,0
Kim Vilfort,Solomon Islands,0,0,11,166,0
Kim Yong-Nam,Argentina,0,0,3,252,0
Kim Yong-Nam,Cameroon,0,0,3,196,0
Kim Yong-Nam,Honduras,0,0,3,252,0
Kim Yong-Se,Afghanistan,0,0,4,58,0
Kim Yong-Se,Dominican Republic,0,0,4,48,0
Kim Yong-Se,El Salvador,0,0,4,231,0
Kim Yong-su,New Zealand,0,0,2,140,0
Kim Yong-su,Republic of Ireland,0,0,2,234,0
Kim Yong-su,Gambia,0,0,2,48,0
Kim Young-gwon,Slovenia,0,0,5,213,0
Kim Young-gwon,Timor-Leste,0,0,5,61,0
Kim Young-gwon,Mauritius,0,0,5,46,0
Kin Seng Chan,Japan,0,0,2,183,0
Kin Seng Chan,Northern Ireland,0,0,2,279,0
Kin Seng Chan,Iraq,0,0,2,157,0
Kings Kangwa,Slovenia,0,0,1,213,0
Kings Kangwa,Dominica,0,0,1,57,0
Kings Kangwa,Lesotho,0,0,1,45,0
Kingsley Black,Croatia,0,0,1,195,0
Kingsley Black,Eswatini,0,0,1,41,0
Kingsley Black,Haiti,0,0,1,123,0
Kingsley Coman,Saint Kitts and Nevis,0,0,6,72,0
Kingsley Coman,Republic of Ireland,0,0,6,234,0
Kingsley Coman,Mauritania,0,0,6,54,0
Kinitoni Falatau,Liberia,0,0,1,106,0
Kinitoni Falatau,Costa Rica,0,0,1,286,0
Kinitoni Falatau,Barbados,0,0,1,67,0
Kiril Despodov,Nicaragua,0,0,9,66,0
Kiril Despodov,Yemen,0,0,9,105,0
Kiril Despodov,Turkmenistan,0,0,9,85,0
Kirk Broadfoot,Malta,0,0,1,571,0
Kirk Broadfoot,Angola,0,0,1,110,0
Kirk Broadfoot,Bhutan,0,0,1,58,0
Kit Leong Cheong,Montenegro,0,0,1,121,0
Kit Leong Cheong,Armenia,0,0,1,285,0
Kit Leong Cheong,Burundi,0,0,1,28,0
Kit Symons,Niger,0,0,2,64,0
Kit Symons,Dominican Republic,0,0,2,48,0
Kit Symons,Egypt,0,0,2,152,0
Kiyika Tokodi,Bulgaria,0,0,2,288,0
Kiyika Tokodi,Guinea-Bissau,0,0,2,47,0
Kiyika Tokodi,Martinique,0,0,2,57,0
Kjetil Osvold,Oman,0,0,2,104,0
Kjetil Osvold,Romania,0,0,2,237,0
Kjetil Osvold,China PR,0,0,2,158,0
Kjetil Rekdal,Guadeloupe,0,0,15,30,0
Kjetil Rekdal,Canada,0,0,15,202,0
Klaas-Jan Huntelaar,Turks and Caicos Islands,0,0,26,66,0
Klaas-Jan Huntelaar,Mozambique,0,0,26,89,0
Klaas-Jan Huntelaar,Botswana,0,0,26,62,0
Klas Ingesson,Andorra,0,0,4,396,0
Klas Ingesson,Latvia,0,0,4,320,0
Klas Ingesson,Morocco,0,0,4,122,0
Klaus Allofs,New Caledonia,0,0,10,69,0
Klaus Allofs,Central African Republic,0,0,10,30,0
Klaus Allofs,Russia,0,0,10,211,0
Klaus Berggreen,New Zealand,0,0,4,140,0
Klaus Berggreen,Colombia,0,0,4,248,0
Klaus Berggreen,Liechtenstein,0,0,4,466,0
Klaus Fischer,Brunei,0,0,11,61,0
Klaus Fischer,Montenegro,0,0,11,121,0
Klaus Fischer,Tunisia,0,0,11,170,0
Klaus Gjasula,Guinea,0,0,1,149,0
Klaus Gjasula,Barbados,0,0,1,67,0
Klaus Gjasula,Republic of Ireland,0,0,1,234,0
Klemen Lavrič,Bahamas,0,0,5,58,0
Klemen Lavrič,Switzerland,0,0,5,257,0
Klemen Lavrič,Ghana,0,0,5,147,0
Klemi Saban,Central African Republic,0,0,1,30,0
Klemi Saban,São Tomé and Príncipe,0,0,1,25,0
Klemi Saban,Armenia,0,0,1,285,0
Klodian Duro,Saint Vincent and the Grenadines,0,0,3,194,0
Klodian Duro,Cambodia,0,0,3,130,0
Klodian Duro,Kyrgyzstan,0,0,3,70,0
Klæmint Olsen,Faroe Islands,0,0,8,455,0
Klæmint Olsen,Comoros,0,0,8,27,0
Klæmint Olsen,Jordan,0,0,8,112,0
Knory Scott,Israel,0,0,1,259,0
Knory Scott,Kuwait,0,0,1,121,0
Knory Scott,Mali,0,0,1,109,0
Knowledge Musona,Samoa,0,0,5,91,0
Knowledge Musona,Andorra,0,0,5,396,0
Ko Itakura,Algeria,0,0,1,189,0
Ko Itakura,Cameroon,0,0,1,196,0
Ko Itakura,Burundi,0,0,1,28,0
Ko Jeong-woon,Sri Lanka,0,0,4,100,0
Ko Jeong-woon,Syria,0,0,4,118,0
Ko Jeong-woon,Maldives,0,0,4,140,0
Kobenan Kouman,Austria,0,0,1,284,0
Kobenan Kouman,Kuwait,0,0,1,121,0
Kobenan Kouman,Gibraltar,0,0,1,244,0
Kodjo Fo-Doh Laba,Trinidad and Tobago,0,0,2,208,0
Kodjo Fo-Doh Laba,Serbia,0,0,2,188,0
Kodjo Fo-Doh Laba,Germany,0,0,2,275,0
Koen Daerden,Venezuela,0,0,3,427,0
Koen Daerden,Norway,0,0,3,231,0
Koen Daerden,Finland,0,0,3,299,0
Koffi Kossi,Tonga,0,0,2,72,0
Koffi Kossi,Cape Verde,0,0,2,58,0
Koffi Kossi,Ukraine,0,0,2,177,0
Koh Traoré,Sweden,0,0,1,240,0
Koh Traoré,Mauritius,0,0,1,46,0
Koh Traoré,Jordan,0,0,1,112,0
Koichi Hashiratani,Russia,0,0,1,211,0
Koichi Hashiratani,Fiji,0,0,1,134,0
Koichi Hashiratani,Montserrat,0,0,1,49,0
Koji Miyoshi,Bermuda,0,0,2,50,0
Koji Miyoshi,Kuwait,0,0,2,121,0
Koji Miyoshi,Armenia,0,0,2,285,0
Koji Nakata,Romania,0,0,2,237,0
Koji Nakata,Guadeloupe,0,0,2,30,0
Koji Nakata,Argentina,0,0,2,252,0
Kokouni Akpalo Gnavor,Costa Rica,0,0,1,286,0
Kokouni Akpalo Gnavor,Peru,0,0,1,331,0
Kokouni Akpalo Gnavor,Cayman Islands,0,0,1,53,0
Kolbeinn Sigþórsson,Tunisia,0,0,13,170,0
Kolbeinn Sigþórsson,Pakistan,0,0,13,122,0
Kole Hall,Afghanistan,0,0,1,58,0
Kole Hall,Greece,0,0,1,252,0
Kole Hall,Somalia,0,0,1,29,0
Kolo Touré,Belize,0,0,1,68,0
Kolo Touré,Norway,0,0,1,231,0
Kolo Touré,Senegal,0,0,1,117,0
Komlan Amewou,Botswana,0,0,1,62,0
Komlan Amewou,Hong Kong,0,0,1,112,0
Komlan Amewou,Angola,0,0,1,110,0
Komlan Assignon,Slovakia,0,0,2,206,0
Komlan Assignon,Ivory Coast,0,0,2,163,0
Komlan Assignon,Syria,0,0,2,118,0
Komron Tursunov,New Caledonia,0,0,1,69,0
Komron Tursunov,Namibia,0,0,1,124,0
Komron Tursunov,Fiji,0,0,1,134,0
Konrad Laimer,Seychelles,0,0,4,46,0
Konrad Laimer,Saint Vincent and the Grenadines,0,0,4,194,0
Konstantin Gorovenka,Bosnia and Herzegovina,0,0,3,215,0
Konstantin Gorovenka,Curaçao,0,0,3,50,0
Konstantin Gorovenka,South Africa,0,0,3,126,0
Konstantin Vassiljev,Angola,0,0,15,110,0
Konstantin Vassiljev,Japan,0,0,15,183,0
Konstantin Vassiljev,Finland,0,0,15,299,0
Konstantin Zyryanov,Rwanda,0,0,4,66,0
Konstantin Zyryanov,Bahamas,0,0,4,58,0
Konstantin Zyryanov,Kazakhstan,0,0,4,260,0
Konstantinos Galanopoulos,Mauritius,0,0,1,46,0
Konstantinos Galanopoulos,Malawi,0,0,1,103,0
Konstantinos Galanopoulos,Mali,0,0,1,109,0
Konstantinos Laifis,United States Virgin Islands,0,0,2,94,0
Konstantinos Laifis,Singapore,0,0,2,132,0
Konstantinos Laifis,Greece,0,0,2,252,0
Konstantinos Mavropanos,Cyprus,0,0,2,484,0
Konstantinos Mavropanos,Papua New Guinea,0,0,2,81,0
Konstantinos Mavropanos,Faroe Islands,0,0,2,455,0
Konstantinos Mitroglou,Zimbabwe,0,0,9,110,0
Konstantinos Mitroglou,Vanuatu,0,0,9,126,0
Konstantinos Mitroglou,Madagascar,0,0,9,66,0
Koo Ja-cheol,Gambia,0,0,12,48,0
Koo Ja-cheol,Eswatini,0,0,12,41,0
Koo Ja-cheol,Poland,0,0,12,273,0
Koray Avcı,Pakistan,0,0,1,122,0
Koray Avcı,Rwanda,0,0,1,66,0
Koray Avcı,Vanuatu,0,0,1,126,0
Koriak Upaiga,Iceland,0,0,1,355,0
Koriak Upaiga,Jordan,0,0,1,112,0
Koriak Upaiga,Dominica,0,0,1,57,0
Korken Yenkibarian,Comoros,0,0,1,27,0
Korken Yenkibarian,Cambodia,0,0,1,130,0
Korken Yenkibarian,Iran,0,0,1,149,0
Kornel Saláta,Palestine,0,0,2,64,0
Kornel Saláta,Moldova,0,0,2,314,0
Kornel Saláta,Kenya,0,0,2,118,0
Kossi Noutsoudje,Curaçao,0,0,2,50,0
Kossi Noutsoudje,Afghanistan,0,0,2,58,0
Kossi Noutsoudje,Kosovo,0,0,2,79,0
Kosta Barbarouses,Oman,0,0,6,104,0
Kosta Barbarouses,Georgia,0,0,6,232,0
Kosta Barbarouses,Slovenia,0,0,6,213,0
Kostadin Kostadinov,Tahiti,0,0,3,150,0
Kostadin Kostadinov,Syria,0,0,3,118,0
Kostadin Kostadinov,Papua New Guinea,0,0,3,81,0
Kostakis Artymatas,Philippines,0,0,1,75,0
Kostakis Artymatas,Kuwait,0,0,1,121,0
Kostakis Artymatas,South Sudan,0,0,1,7,0
Kostas Antoniou,Seychelles,0,0,2,46,0
Kostas Antoniou,Cayman Islands,0,0,2,53,0
Kostas Antoniou,El Salvador,0,0,2,231,0
Kostas Batsinilas,Romania,0,0,1,237,0
Kostas Batsinilas,Tahiti,0,0,1,150,0
Kostas Batsinilas,Ivory Coast,0,0,1,163,0
Kostas Fortounis,Bermuda,0,0,6,50,0
Kostas Fortounis,Turkey,0,0,6,335,0
Kostas Fortounis,Brazil,0,0,6,214,0
Kostas Foti,Georgia,0,0,1,232,0
Kostas Foti,Sweden,0,0,1,240,0
Kostas Foti,Sri Lanka,0,0,1,100,0
Kostas Frantzeskos,Cyprus,0,0,3,484,0
Kostas Frantzeskos,Russia,0,0,3,211,0
Kostas Frantzeskos,Tunisia,0,0,3,170,0
Kostas Katsouranis,British Virgin Islands,0,0,4,53,0
Kostas Katsouranis,Bhutan,0,0,4,58,0
Kostas Katsouranis,Haiti,0,0,4,123,0
Kostas Konstantinidis,Israel,0,0,1,259,0
Kostas Konstantinidis,Saint Vincent and the Grenadines,0,0,1,194,0
Kostas Konstantinidis,Niger,0,0,1,64,0
Kostas Manolas,Iraq,0,0,1,157,0
Kostas Manolas,Saint Vincent and the Grenadines,0,0,1,194,0
Kostas Manolas,Iceland,0,0,1,355,0
Kostas Mavridis,Ghana,0,0,1,147,0
Kostas Mavridis,Central African Republic,0,0,1,30,0
Kostas Mavridis,Madagascar,0,0,1,66,0
Kostas Mitroglou,Rwanda,0,0,4,66,0
Kostas Mitroglou,Guadeloupe,0,0,4,30,0
Kostas Mitroglou,Argentina,0,0,4,252,0
Kostas Pileas,Tajikistan,0,0,1,70,0
Kostas Pileas,Qatar,0,0,1,187,0
Kostas Pileas,Peru,0,0,1,331,0
Kostas Stafylidis,Ghana,0,0,2,147,0
Kostas Stafylidis,Gambia,0,0,2,48,0
Kostas Stafylidis,Luxembourg,0,0,2,536,0
Kouassi N'Dri,Kyrgyzstan,0,0,2,70,0
Kouassi N'Dri,São Tomé and Príncipe,0,0,2,25,0
Kouassi N'Dri,Botswana,0,0,2,62,0
Kouch Sokumpheak,Azerbaijan,0,0,3,308,0
Kouch Sokumpheak,Gambia,0,0,3,48,0
Kouch Sokumpheak,Honduras,0,0,3,252,0
Kpah Sherman,French Guiana,0,0,1,7,0
Kpah Sherman,Comoros,0,0,1,27,0
Kpah Sherman,Vanuatu,0,0,1,126,0
Krasimir Balakov,Gambia,0,0,11,48,0
Krasimir Balakov,Saint Lucia,0,0,11,62,0
Krassimir Chomakov,Croatia,0,0,2,195,0
Krassimir Chomakov,Cyprus,0,0,2,484,0
Krassimir Chomakov,Vanuatu,0,0,2,126,0
Kris Bouckenooghe,South Korea,0,0,1,188,0
Kris Bouckenooghe,Congo,0,0,1,92,0
Kris Bouckenooghe,Singapore,0,0,1,132,0
Kris Boyd,Azerbaijan,0,0,4,308,0
Kris Boyd,Nepal,0,0,4,120,0
Kris Boyd,French Guiana,0,0,4,7,0
Kris Trajanovski,Serbia,0,0,11,188,0
Kris Trajanovski,DR Congo,0,0,11,152,0
Kris Trajanovski,Somalia,0,0,11,29,0
Krishanu Dey,Singapore,0,0,2,132,0
Krishanu Dey,Cook Islands,0,0,2,96,0
Krishanu Dey,Cayman Islands,0,0,2,53,0
Krissada Piandit,Chad,0,0,1,26,0
Krissada Piandit,Solomon Islands,0,0,1,166,0
Krissada Piandit,Taiwan,0,0,1,215,0
Kristaps Grebis,Lithuania,0,0,1,313,0
Kristaps Grebis,Oman,0,0,1,104,0
Kristaps Grebis,Saint Kitts and Nevis,0,0,1,72,0
Kristen Viikmäe,Italy,0,0,4,222,0
Kristen Viikmäe,Guyana,0,0,4,71,0
Kristen Viikmäe,Mauritania,0,0,4,54,0
Kristers Tobers,Togo,0,0,1,121,0
Kristers Tobers,Niger,0,0,1,64,0
Kristers Tobers,Peru,0,0,1,331,0
Kristian Dimitrov,Turkey,0,0,1,335,0
Kristian Dimitrov,Iceland,0,0,1,355,0
Kristian Dimitrov,São Tomé and Príncipe,0,0,1,25,0
Kristian Laferla,Hong Kong,0,0,2,112,0
Kristian Laferla,Saint Vincent and the Grenadines,0,0,2,194,0
Kristian Laferla,Haiti,0,0,2,123,0
Kristian Thorstvedt,Montenegro,0,0,3,121,0
Kristian Thorstvedt,Turks and Caicos Islands,0,0,3,66,0
Kristian Thorstvedt,Venezuela,0,0,3,427,0
Kristjan Asllani,South Africa,0,0,1,126,0
Kristjan Asllani,Kazakhstan,0,0,1,260,0
Kristjan Asllani,South Korea,0,0,1,188,0
Kristján Örn Sigurðsson,Singapore,0,0,2,132,0
Kristján Örn Sigurðsson,Iraq,0,0,2,157,0
Kristján Örn Sigurðsson,Burkina Faso,0,0,2,138,0
Kristofer Hæstad,Serbia,0,0,1,188,0
Kristofer Hæstad,Scotland,0,0,1,253,0
Kristofer Hæstad,Wales,0,0,1,272,0
Krisztián Kenesei,Taiwan,0,0,2,215,0
Krisztián Kenesei,Niger,0,0,2,64,0
Krisztián Kenesei,India,0,0,2,124,0
Krisztián Lisztes,Congo,0,0,5,92,0
Krisztián Lisztes,Czech Republic,0,0,5,200,0
Krisztián Lisztes,Gibraltar,0,0,5,244,0
Krisztián Németh,Poland,0,0,3,273,0
Krisztián Németh,Liechtenstein,0,0,3,466,0
Krisztián Németh,São Tomé and Príncipe,0,0,3,25,0
Kroekrit Thaweekarn,Comoros,0,0,1,27,0
Kroekrit Thaweekarn,Tonga,0,0,1,72,0
Kroekrit Thaweekarn,Vanuatu,0,0,1,126,0
Krzysztof Bukalski,South Korea,0,0,1,188,0
Krzysztof Bukalski,Hungary,0,0,1,315,0
Krzysztof Bukalski,Gambia,0,0,1,48,0
Krzysztof Mączyński,Malaysia,0,0,2,136,0
Krzysztof Mączyński,Bahamas,0,0,2,58,0
Krzysztof Mączyński,Belarus,0,0,2,252,0
Krzysztof Nowak,Qatar,0,0,1,187,0
Krzysztof Nowak,Peru,0,0,1,331,0
Krzysztof Nowak,Uruguay,0,0,1,293,0
Krzysztof Piątek,Saint Lucia,0,0,8,62,0
Krzysztof Piątek,Mali,0,0,8,109,0
Krzysztof Piątek,Rwanda,0,0,8,66,0
Krzysztof Warzycha,Wales,0,0,3,272,0
Krzysztof Warzycha,El Salvador,0,0,3,231,0
Krzysztof Warzycha,Denmark,0,0,3,247,0
Krépin Diatta,Liechtenstein,0,0,1,466,0
Krépin Diatta,Botswana,0,0,1,62,0
Krépin Diatta,Guadeloupe,0,0,1,30,0
Ku Kam Fai,Estonia,0,0,1,393,0
Ku Kam Fai,Bahrain,0,0,1,134,0
Ku Kam Fai,Comoros,0,0,1,27,0
Kubilay Türkyilmaz,Peru,0,0,26,331,0
Kubilay Türkyilmaz,Laos,0,0,26,124,0
Kubilay Türkyilmaz,Nigeria,0,0,26,152,0
Kudakwashe Mahachi,Yugoslavia,0,0,3,63,0
Kudakwashe Mahachi,Serbia,0,0,3,188,0
Kudakwashe Mahachi,England,0,0,3,190,0
Kurapiah Gunalan,Singapore,0,0,1,132,0
Kurapiah Gunalan,Mauritania,0,0,1,54,0
Kurapiah Gunalan,South Africa,0,0,1,126,0
Kurniawan Dwi Yulianto,United States,0,0,4,250,0
Kurniawan Dwi Yulianto,Curaçao,0,0,4,50,0
Kurniawan Dwi Yulianto,Tahiti,0,0,4,150,0
Kurt Frederick,Laos,0,0,2,124,0
Kurt Frederick,Iran,0,0,2,149,0
Kurt Frederick,Trinidad and Tobago,0,0,2,208,0
Kurt Jara,Brunei,0,0,2,61,0
Kurt Jara,Burkina Faso,0,0,2,138,0
Kurt Jara,Hungary,0,0,2,315,0
Kurt Mørkøre,Gibraltar,0,0,1,244,0
Kurt Mørkøre,Papua New Guinea,0,0,1,81,0
Kurt Mørkøre,Northern Ireland,0,0,1,279,0
Kurt Welzl,Switzerland,0,0,4,257,0
Kurt Welzl,Senegal,0,0,4,117,0
Kurt Welzl,Kosovo,0,0,4,79,0
Kurt Zouma,Venezuela,0,0,1,427,0
Kurt Zouma,Sudan,0,0,1,110,0
Kurt Zouma,Colombia,0,0,1,248,0
Kuyangana Makukula,São Tomé and Príncipe,0,0,1,25,0
Kuyangana Makukula,Bangladesh,0,0,1,158,0
Kuyangana Makukula,Faroe Islands,0,0,1,455,0
Kwadwo Asamoah,Guinea,0,0,4,149,0
Kwadwo Asamoah,Paraguay,0,0,4,297,0
Kwadwo Asamoah,Ecuador,0,0,4,283,0
Kwadwo Duah,Bulgaria,0,0,1,288,0
Kwadwo Duah,Gambia,0,0,1,48,0
Kwadwo Duah,Indonesia,0,0,1,181,0
Kwak Tae-hwi,Puerto Rico,0,0,3,32,0
Kwak Tae-hwi,Liechtenstein,0,0,3,466,0
Kwak Tae-hwi,Bahrain,0,0,3,134,0
Kwame Ayew,Faroe Islands,0,0,4,455,0
Kwame Ayew,Bolivia,0,0,4,365,0
Kwame Ayew,Curaçao,0,0,4,50,0
Kwame Quee,Faroe Islands,0,0,1,455,0
Kwame Quee,Netherlands,0,0,1,226,0
Kwame Quee,Norway,0,0,1,231,0
Kwame Steede,Trinidad and Tobago,0,0,2,208,0
Kwame Steede,Bahrain,0,0,2,134,0
Kwame Steede,Tanzania,0,0,2,79,0
Kwesi Appiah,Armenia,0,0,1,285,0
Kwesi Appiah,Paraguay,0,0,1,297,0
Kwesi Appiah,China PR,0,0,1,158,0
Kwok Yue Hung,Finland,0,0,1,299,0
Kwok Yue Hung,German DR,0,0,1,39,0
Kwok Yue Hung,Ivory Coast,0,0,1,163,0
Kwon Chang-hoon,Germany,0,0,7,275,0
Kwon Chang-hoon,Croatia,0,0,7,195,0
Kwon Chang-hoon,Liechtenstein,0,0,7,466,0
Kyaw Ko Ko,Bermuda,0,0,1,50,0
Kyaw Ko Ko,New Zealand,0,0,1,140,0
Kyaw Ko Ko,Israel,0,0,1,259,0
Kyaw Zayar Win,Albania,0,0,1,346,0
Kyaw Zayar Win,New Zealand,0,0,1,140,0
Kyaw Zayar Win,Andorra,0,0,1,396,0
Kyle Beckerman,Mozambique,0,0,1,89,0
Kyle Beckerman,Greece,0,0,1,252,0
Kyle Beckerman,Tunisia,0,0,1,170,0
Kyle Lafferty,Chad,0,0,15,26,0
Kyle Lafferty,Eswatini,0,0,15,41,0
Kyle Lafferty,Gibraltar,0,0,15,244,0
Kyle Lightbourne,Hungary,0,0,2,315,0
Kyle Lightbourne,Paraguay,0,0,2,297,0
Kyle Martino,Egypt,0,0,1,152,0
Kyle Martino,Mauritania,0,0,1,54,0
Kyle Martino,Suriname,0,0,1,66,0
Kyle Walker,Suriname,0,0,1,66,0
Kyle Walker,Mexico,0,0,1,279,0
Kyle Walker,El Salvador,0,0,1,231,0
Kylian Mbappé,Israel,0,0,38,259,0
Kylian Mbappé,Cyprus,0,0,38,484,0
Kylian Mbappé,Syria,0,0,38,118,0
Kyogo Furuhashi,Cayman Islands,0,0,3,53,0
Kyogo Furuhashi,Maldives,0,0,3,140,0
Kyogo Furuhashi,Congo,0,0,3,92,0
Kyriakos Papadopoulos,Maldives,0,0,2,140,0
Kyriakos Papadopoulos,Nigeria,0,0,2,152,0
Kyriakos Papadopoulos,United Arab Emirates,0,0,2,200,0
Kyrian Nwoko,American Samoa,0,0,2,96,0
